,review,sentiments,word_count,clean_review,polarity
1072,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,19,sever moment movi need slow move,-0.30000000000000004
1073,"This was a poor remake of ""My Best Friends Wedding"".  ",0,10,poor remak best friend,0.3
1074,"All in all, a great disappointment.  ",0,6,great disappoint,0.8
1075,"I cannot believe that the actors agreed to do this ""film"".  ",0,11,cannot believ actor film,0.0
1076,I could not stand to even watch it for very long for fear of losing I.Q.  ,0,16,could stand even watch long fear lose q,-0.05
1077,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,17,guess nobodi network watch put,0.0
1078,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,23,rate go low aw time get neg number case,0.0
1079,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,11,saw last night unsatisfactori experi,0.0
1080,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,20,unfortun direct scene scene pas littl way dramat tension conflict,0.1
1081,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0,20,central theme film handl depth imagin,0.0
1082,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,21,pretti pictur world cannot make piec work flaw core,0.0
1083,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,22,hour half wast time follow bunch pretti high whine life,-0.003333333333333327
1084,"You can't relate with them, hell you barely can understand them.  ",0,11,hell bare understand,0.05
1085,This is definitely a cult classic well worth viewing and sharing with others.  ,1,13,definit cult classic well worth view other,0.11388888888888889
1086,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0,23,movi pure disast stori stupid edit worst seen incred,-0.5285714285714286
1087,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0,19,fish badli made shot time film,0.0
1088,"A truly, truly bad film.  ",0,5,truli truli bad film,-0.6999999999999998
1089,"The acting is terrible, and the writing is worse.  ",0,9,act terribl write wors,0.0
1090,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0,14,possibl way movi could would,0.0
1091,I paid too much.  ,0,4,paid much,0.2
1092,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,12,also real treat see quinn play crazi,0.2
1093,It was so BORING!  ,0,4,bore,0.0
1094,No plot whatsoever!  ,0,3,plot whatsoev,0.0
1095,"Again, no plot at all.  ",0,5,plot,0.0
1096,Horrible!  ,0,1,horribl,0.0
1097,Worst hour and a half of my life!Oh my gosh!  ,0,10,worst hour half life oh gosh,-0.5833333333333334
1098,I had to walk out of the theatre for a few minutes just to get some relief!  ,0,17,minut get,0.0
1099,I hate movies like that.  ,0,5,hate movi like,-0.8
1100,"Yeah, the movie pretty much sucked.  ",0,6,yeah movi pretti much suck,0.2
1101,THERE IS NO PLOT OR STORYLINE!!  ,0,6,plot storylin,0.0
1102,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,19,go see movi bring girlfriend boyfriend keep occupi,0.0
1103,Awful.  ,0,1,aw,0.0
1104,I don't think I've ever gone to a movie and disliked it as much.  ,0,14,think ever gone movi dislik much,0.2
1105,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0,26,good thing cost five dollar would mad paid see crap,-0.2416666666666667
1106,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0,15,nobodi charact cardboard cutout stereotyp predict revers stereotyp,0.0
1107,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0,33,bad film bad write good actor ugli cartoon craft paul peopl anyth bold pictur,-0.0916666666666666
1108,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0,23,depress littl noth noth alreadi know racism bad thing,-0.38333333333333325
1109,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,20,still like movi woman enough movi like one,0.0
1110,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0,14,brain attempt part self,0.0
1111,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0,21,left experi watch film took good two hour fulli,0.35
1112,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0,19,movi part horror film,0.0
1113,I certainly do not mean this distinction in a good way.  ,0,11,certainli mean good way,0.19374999999999998
1114,I mean this in a terrible way.  ,0,7,mean terribl way,-0.3125
1115,This film has no redeeming features.  ,0,6,film redeem featur,0.0
1116,Everything is appalling.  ,0,3,everyth appal,0.0
1117,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0,11,camera work present u set imagin e,0.0
1118,The story is beyond stupid.  ,0,5,stori beyond stupid,-0.7999999999999999
1119,The script iswas there a script?  ,0,7,script script,0.0
1120,The kids are annoying.  ,0,4,kid annoy,0.0
1121,The lead man is charisma-free.  ,0,5,lead man charisma free,0.4
1122,"Utterly without merit on any level, this is akin to torture.  ",0,11,utterli without level tortur,0.0
1123,I'll even say it again  this is torture.  ,0,9,even say tortur,0.0
1124,Maybe there would be a reasonable explanation for this atrocity.  ,0,10,mayb would reason explan,0.0
1125,Not a pleasant voyage of self-discovery.  ,0,6,pleasant self,0.7333333333333333
1126,Highly unrecommended.  ,0,2,highli,0.0
1127,"If this premise sound stupid, that's because it is.  ",0,9,premis sound stupid,-0.19999999999999996
1128,"Yes, it's that bad.  ",0,4,ye bad,-0.6999999999999998
1129,Nothing at all to recommend.  ,0,5,noth recommend,0.0
1130,An excellent performance from Ms.  ,1,5,excel perform,0.0
1131,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,34,show right could carri silent era want see silent work seem,0.09523809523809523
1132,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1,20,also great see silent screenwrit miss step go silent sound,0.30000000000000004
1133,"This movie suffered because of the writing, it needed more suspense.  ",0,11,movi write need suspens,0.0
1134,There were too many close ups.  ,0,6,mani close up,0.0
1135,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0,18,movi seem drag realli work freedom,-0.1
1136,But this movie is definitely a below average rent.  ,0,9,movi definit averag rent,0.0
1137,"You'll love it!  	1
This movie is BAD.  	0
So bad.  	0
The film is way too long.  	0
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
I think that it is a must see older John Wayne film.  	1
I really don't see how anyone could enjoy this movie.  	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Jamie Foxx absolutely IS Ray Charles.  	1
His performance is simply genius.  	1
He owns the film, just as Spacek owned Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1,199,love movi bad bad film way long definit one bad one movi receiv great qualiti film age john wayn incred job young movi industri screen presenc thought even though actor screen think must see older john wayn film realli see anyon could enjoy movi think ever seen movi half bore self indulg piec junk probabl would better director spent movi art work realli noteworthi anoth thing realli like charact got face blood would forth soon jami absolut ray charl perform simpli geniu film own daughter own great fire,0.13666666666666671
1138," In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1
Ray Charles is legendary.  	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	0
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
There are the usual Hitchcock logic flaws.  	0
Mishima is extremely uninteresting.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
Schrader has made a resume full of lousy, amateurish films.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	0
The character developments also lacked in depth.  	0
Woa, talk about awful.  	0
Do not waste your time.  	0
It was just too horrible.  	0
The worst, sappiest dialogue... I could go on and on.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
This would not even be good as a made for TV flick.  	0
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Regrettably, the film fails.  	0
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
The dialogue sucked.  	0
The cinematography-if it can be called that-sucked.  	0
The soundtrack sucked.  	0
The acting sucked.  	0
The concert sequences just sucked.  	0
That was nice.  	1
That was funny.  	1
It was so funny.  	1
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	0
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
Everything about this film is simply incredible.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	0
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	0
Again, lame.  	0
Here's where the movie really pi**ed me off.  	0
And don't even get me started on the jerky camerawork.  	0
When I saw it in the theater I thought I was going to be sick.  	0
Summary: The witticisms weren't witty.  	0
The plot - well, I said I'd let that one go.  	0
The acting was bad.  	0
Really bad.  	0
Even Billy Bob couldn't rise above the script, which was worse.  	0
Camerawork - again, bad.  	0
Rating: 1 out of 10.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
And his subtle connections between the three films are awesome.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
10 out of 10 for both the movie and trilogy.  	1
I literally vomited while watching this film.  	0
I think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".  ",0,1390,fact hard rememb part ray charl act play man ray charl ray charl life provid excel materi film goe well beyond anoth movi hitchcock great director mostli find film total wast time watch hitchcock pretti much thriller movi audienc film henc whole stori lack certain energi plot simpli like machin addit new scene usual hitchcock flaw mishima extrem uninterest chilli movi live work chilli cultur flat hold attent rest aw sing song etc bore piec movi anyon el schrader made full lousi film first watch movi love total music danc everyth howev recent watch whole thing dvd complet struck extrem stupid storylin contain hole frankli whole lot crap danc mean realist world would never gotten whole thing quit pathet charact also lack depth talk aw wast time horribl worst dialogu could go realli made direct poor actor even tell talent pathet line speak director gave action check director see film chanc would even good made tv flick good made film great film might one greatest film ever made film great actor master director signific theme least would signific theme world aerial scene thrill sen imagin charact one might deepli care film fail movi lack visual interest drama feel narr actress wors use june movi yet enjoy watch unfortun bad movi plain bad bad script bad direct horribl act make one plain bad dialogu suck cinematographi call suck soundtrack suck act suck suck nice funni funni overal movi cheap trash movi funni consid came feel angri spoiler whatev el said superbl craft cinematographi simpli stun say least fx noth state art show offer littl bit everyth parent kid fx fan singl sour note struck act wise either surprisingli solid cast thing job well done thank good movi like done releas one best mexican movi ever one le even mexican matter felt rank highli great noir drama incred perform attent given everi charact complex psycholog love hope tremend excel drama excel thriller excel film best everyth film simpli incred truli take journey eye soul child black water thriller complet flick expect experi perform real grip extrem well done inde black water websit use real locat fabul thoroughli enjoy took control seri sure tri film turn good day feel night disturb memori guess lot beauti place forc like everyth movi lame movi realli ed even get start jerki camerawork saw theater thought go sick summari witti plot well said let one go act bad realli bad even billi script wors camerawork bad rate amaz possibl best trilog time never ceas one favourit director one talent director histori cinema use french three film noth short incred everi shot everi scene like work art three visual appeal movi ever seen subtl three film awesom mention huge spoiler love end charact three film remain disast young judg togeth old man watch tv suffer mani year think better way end film smile face great way wrap amaz film trilog recommend everyon love film movi anyth work art movi trilog liter vomit watch film think one peopl found anoth one perform stun stori told coppola year earlier realli unfold leav room charact wonder locat stori contrast beauti direct film sublim cast movi live first movi year work experi found offens intellig someon poetri deliv often ridicul stori bunch scene pretenti dialogu get worst kind movi review pretenti crap,0.06213658500590322
